cd_sector,tx_sector_descr_nl,ms_avg_tot_net_taxable_inc,ms_median_net_taxable_inc
45060D00-,ZULZEKE-KERN,49445,40110
45060D091,ZULZEKE - VERSPREIDE BEWONING,43391,31549
45061A00-,PETEGEM-CENTRUM,40772,32904
45061A01-,MIDDELWIJK,40290,31275
45061A022,KERKK0UTER,39405,33422
45061A091,PETEGEM - VERSPREIDE BEWONING,43479,32335
45061B00-,WORTEGEM-KERN,43896,31405
45061B010,OUD MOREGEM,49403,37753
45061B080,OUD MOREGEMBOSSEN,43616,28560
45061B09-,WORTEGEM - VERSPREIDE BEWONING,41329,30101
45061C002,MOREGEM-KERN,NA,31886
45061C091,MOREGEM - VERSPREIDE BEWONING,50339,34717
45061C800,OOIKE-KERN,52866,38585
45061C813,OOIKE-UITBREIDING,NA,32484
45061C891,OOIKE - VERSPREIDE BEWONING,48696,39155
45061D000,ELSEGEM-KERN,40677,34665
45061D080,MERKEGEMHOEK-VERSPR. BEWONING,48081,33971
45061D091,KLOOSTERHOEK-VERSPR. BEWONING,41861,31054
45061D112,GIJZELBROCHTEGEM - BLAARHOEK,45821,35901
45062A00-,SINT-MARIA-HOREBEKE-CENTRUM,40304,27525
45062A01-,HEERWEG,NA,34699
45062A02-,KORSELE,46888,44519
45062A08-,STENE,NA,44320
45062A09-,ST.-MARIA-HOREBEKE-VERSPR.BEW.,47328,29853
45062B00-,SINT-KORNELIS-HOREBEKE-KERN,43418,33412
45062B09-,SINT-KORNELIS-HOREBEKE - VERSPREIDE BEWONING,40386,32471
45063A00-,SINT-MARIA-LIERDE-CENTRUM,39113,31385
45063A01-,KAKEBEKE,38914,32534
45063A08-,STUIVENBERG - WAASBERG,49421,35223
45063A09-,SINT-MARIA-LIERDE-VERSPR. BEW.,47483,41701
45063A100,KOUDENBERG,36396,29658
45063A112,NIEUWE WIJK,40912,34870
45063A18-,DRIEHOEK - KLEINE DRIES,41545,32186
45063A191,EIKENMOLEN - KARDINAALSHOEK,41275,32952
45063B00-,HEMELVEERDEGEM-CENTRUM,38963,29745
45063B08-,HEMELVEERDEGEM - VERSPR. BEW.,NA,NA
45063B09-,TRIPPE,NA,32059
45063C00-,DEFTINGE-CENTRUM,42742,32066
45063C099,DEFTINGE-VERSPREIDE BEWONING,40802,30079
45063C10-,GEMELDORP-KERN,NA,35275
45063C19-,GEMELDORP-VERSPREIDE BEWONING,NA,43854
45063D000,SINT-MARTENS-LIERDE-CENTRUM,31779,25998
45063D01-,TEMPEL - STRATENDRIES,42245,36901
45063D090,ST.-MARTENS-LIERDE-VERSPR.BEW.,42524,34537
45063D19-,OUDE KERK,39467,32956
45064A00-,ETIKHOVE-CENTRUM,38588,30146
45064A01-,PUTTENE,30109,20785
45064A02-,NEDEROLBEEK,41674,31129
45064A08-,BOSSENAAR,45037,32113
45064A09-,STEENBEEK,47295,34209
45064A102,LOUISE-MARIE,33115,25758
45064A191,DONDERIJ,36831,29563
45064B00-,NUKERKE-KERN,32124,23247
45064B01-,PONTSTRAAT,41445,32518
45064B082,SPIJKER,NA,NA
45064B09-,NUKERKE - VERSPREIDE BEWONING,43196,31972
45064B112,RUBBERIGTSBANK,44467,35522
45064B191,KEIZERREI,NA,28795
45064C00-,MAARKE,NA,21137
45064C01-,KERKEM,NA,31433
45064C09-,MAARKE-KERKEM - VERSPR. BEW.,45472,35588
45064D00-,SCHORISSE - KERN,38168,28998
45064D09-,SCHORISSE -VERSPREIDE BEWONING,48225,33309
45064D19-,KOEKAMER - OUDENHOVE,40927,34077
45065A00-,MUNKZWALM-CENTRUM,33968,26702
45065A01-,REKEGEM,38082,31769
45065A08-,SINT-PIETERS-TEN-BERGE,40760,34151
45065A09-,HONDENDRIES,36997,30485
45065B002,HEMELRIJK,49946,28980
45065B091,HEMBEKE,33474,26902
45065C00-,SINT-MARIA-LATEM-KERN,45974,36363
45065C09-,SINT-MARIA-LATEM -VERSPR. BEW.,46656,34275
45065D002,MEILEGEM-KERN,37956,26193
45065D091,MEILEGEM - VERSPREIDE BEWONING,52151,34700
45065E002,BEERLEGEM-KERN,38421,34667
45065E091,BEERLEGEM-VERSPREIDE BEWONING,41043,31520
45065F002,DIKKELE-KERN,45131,30877
45065F091,DIKKELE - VERSPREIDE BEWONING,49414,38492
45065G000,HUNDELGEM-KERN,41545,32662
45065G090,HUNDELGEM-VERSPREIDE BEWONING,46096,38111
45065H00-,ROBORST-KERN,38164,26942
45065H09-,ROBORST - VERSPREIDE BEWONING,45893,33145
45065J00-,ROZEBEKE-KERN,59293,35471
45065J09-,ROZEBEKE - VERSPREIDE BEWONING,44357,37610
45065K00-,SINT-BLASIUS-BOEKEL-KERN,42301,34802
45065K01-,HEUVELGEM,46592,36352
45065K09-,ST.-BLASIUS-BOEKEL-VERSPR.BEW.,40877,33535
45065L000,SINT-DENIJS-BOEKEL-KERN,44741,37593
45065L011,KLEIE,39969,34671
45065L082,HOGE WEIDE,NA,33011
45065L09-,ST.-DENIJS-BOEKEL-VERSPR. BEW.,NA,32877
45065M00-,NEDERZWALM-KERN,39849,28501
45065M08-,NEDERZWALM - STATION,NA,29296
45065M090,HERMELGEM,45822,35088
45065M192,PEERDESTOK,NA,NA
45017A001,KRUISHOUTEM-CENTRUM,37276,27225
45017A01-,'T KELDERKEN,44413,32070
45017A022,KEIMOLEN,38237,31306
45017A09-,ZIJLDEGEM,42421,31854
45017A19-,DUFFELSTRAAT,50272,35545
45017A20-,DE BIEST,51986,35853
45017A29-,LIEVE DOCHTER,NA,29557
45017A30-,STERREKEN,39646,30384
45017A39-,HET SPRIETJEN,42665,34038
45017A40-,MAROLLE,43735,34797
45017A572,KRUISHOUTEM-INDUSTRIEZONE,NA,NA
45017A591,KARREWEG,42043,33946
45017B011,LOZER-KERN,49829,37645
45017B082,LOZER-VERSPREIDE BEWONING,44057,33792
45017B092,HOOG RECHEM - NACHTEGAAL,37247,27190
45017C00-,WANNEGEM,42236,32712
45017C08-,LEDE,55522,37173
45017C09-,WANNEGEM-LEDE-VERSPR. BEWONING,39068,32116
45017D00-,NOKERE-KERN,NA,33848
45017D08-,NELLEKENSKEER,36483,30951
45017D09-,TJOENSHOEK - VERSPR. BEWONING,NA,31336
45057A000,ZINGEM-CENTRUM,38090,29909
45057A01-,MEERSKANT,41301,33268
45057A020,VOORDE - BROEK - STATION,38805,30525
45057A0PN,SCHELDEMEERS,46828,36492
45057B001,OUWEGEM-KERN,39610,29816
45057B012,SCHIJTPUT,43991,35867
45057B09-,HUISGAVER,42429,33317
45057C00-,HUISE-KERN,40632,27398
45057C091,HUISE - VERSPREIDE BEWONING,46063,34223
45057C112,BEERTEGEM,43698,33454
45057C191,'T PEERDEKE,36356,29985
45057C29-,MALDEGEM,40866,34151
46003A001,BEVEREN-CENTRUM,36126,27605
46003A011,VINCKENDAM,31752,27440
46003A032,BOSDAM,31900,24034
46003A042,DONKVIJVER - TRIEST,27283,22497
46003A043,DONKVIJVER - ARENBERG,31560,24405
46003A071,VESTEN,46874,35149
46003A100,KRUIBEKESTEENWEG,42675,33472
46003A112,MARKTCENTRUM,35624,28581
46003A190,BOS-BUIPUT,48828,32730
46003A200,NIEUWE PAROCHIE,40497,31545
46003A213,BIJL,29761,23793
46003A224,SCHRIJVERSWIJK,45393,34579
46003A242,HEIDE,48209,37265
46003A281,ZILLEBEEK,42505,30706
46003A291,ZOETWATER,45647,34838
46003A301,HALFDREEF - KALLOBAAN,40389,31597
46003A312,GAVERLAND,30655,24964
46003A322,SCHOOFLAND,42820,32209
46003B00-,VRASENE-CENTRUM,34289,27030
46003B011,SMISHOEK,44187,31319
46003B022,MOSSELBANK,45538,35844
46003B032,TUINLAAN,42528,33386
46003B081,VRASENE - VERSPR. BEW.- ZUID,51992,34551
46003B091,VRASENE - VERSPR. BEW.- NOORD,51470,39128
46003B092,KLEINE KOUTER,42978,37109
46003C00-,VERREBROEK-KERN,37425,29679
46003C011,ZWAANTJE - HET FORT,45127,31607
46003C072,INDUSTRIEGEBIED-BEVEREN-POLDER,34574,24559
46003C081,VRASENEPOLDER,46114,34905
46003C091,KONINGS - KIELDRECHTPOLDER,NA,NA
46003C182,MOERING - BLOEMPOT,46674,33628
46003C272,INDUSTRIEGEBIED BLIKKEN,NA,NA
46003D000,KIELDRECHT-DORP,34262,26982
46003D012,CENTRUMWIJK,45901,32553
46003D073,INDUSTRIEGEBIED-ARENBERGPOLDER,NA,NA
46003D081,OUDE ARENBERGPOLDER,52304,41107
46003D09-,KONINGS KIELDRECHTPOLDER,NA,33363
46003D19-,NIEUWE ARENBERGPOLDER - PROSPERPOLDER,40347,29683
46003E000,DOEL-KERN,NA,NA
46003E081,GROTE DOELPOLDER,32323,26250
46003E091,PROSPERPOLDER - NIEUW ARENBERGPOLDER,NA,NA
46003F00-,KALLO-KERN,40543,30842
46003F012,SAS,49459,38400
46003F079,INDUSTRIEGEBIED KALLO,60726,36736
46003G00-,MELSELE-DORP,37776,28515
46003G01-,MELSELE - DORP-ZUID,43899,33897
46003G021,GAVERLAND,47240,34894
46003G032,BRIEL,52643,40162
46003G042,BRUGGRAVESTRAAT,51538,37883
46003G081,TREPELANDSTRAAT,40255,26591
46003G11-,MELSELE STATION,47472,37859
46003G18-,BEEKMOLEN - ES,40955,31507
46003G19-,VENDOORN - PONJAART,49788,37424
46003H000,HAASDONK-KERN,35442,27183
46003H012,HOGE WEGEL - MELSELESTRAAT,38097,30083
46003H023,DE BUITEN,38923,32297
46003H034,PERSTRAAT - BERGSTRAAT,40038,31151
46003H081,HAASDONK - VERSPREIDE BEWONING,43011,32281
46003H091,GENTSEWEG - KRUISSTRAAT,48836,43378
46003H112,HOOGEINDE,58477,43670
46013A001,KRUIBEKE-DORP,37286,29055
46013A01-,HOUTEKRUIS,34254,24919
46013A022,OUDE EN NIEUWE WIJK,42726,32240
46013A032,KROMSTRAAT,52370,40999
46013A043,MOORTELSTRAAT - BAZELSTRAAT,50826,34903
46013A08-,KRUIBEKE-POLDER OOST EN ZUID,NA,39131
46013A0MV,HOGENAKKERHOEK,NA,NA
46013A0PV,STERHOEK-MOLENBERG,43975,33784
46013B000,BAZEL-KERN,36289,27032
46013B010,KEMPHOEK,53550,30692
46013B022,RAPENBERG-OOST,46365,34124
46013B032,RAPENBERG-WEST,39193,29872
46013B043,HAZENPAD,NA,44306
46013B081,BAZELSE POLDER,NA,NA
46013B091,BAZEL - VERSPR. BEW.- WEST,42029,31563
46013C001,RUPELMONDE-KERN,35436,28747
46013C012,GEERAARD DE CREMERSTRAAT,34787,27820
46013C022,SCHAUDRIES - RAAP,37222,28685
46013C091,RUPELMONDE POLDER,43762,28898
4601410PQ,E17,NA,NA
46014A001,LOKEREN - MARKT,29391,24152
46014A01-,LOKEREN-CENTRUM -KON.BOUDEWIJN,28697,23377
46014A021,KOUTER,29661,25377
46014A032,DAM,30411,24214
46014A042,OUDE BRUG,26740,21282
46014A053,LAND VAN LUIK,27633,23835
46014A0MW,OEVER,NA,NA
46014A0PW,SPIEVELD,48899,31970
46014A10-,ROZEN,38589,31326
46014A112,GROENSTRAAT,47584,35262
46014A181,BUILAARS,42928,35223
46014A191,MOLSBROEK,NA,NA
46014A20-,HEIENDE-KERN,41655,33368
46014A212,HILLARESTRAAT,39244,29249
46014A281,HEIKANT,NA,NA
46014A291,HEIENDE - VERSPREIDE BEWONING,45033,34060
46014A2PN,BREDENHOEK,NA,NA
46014A30-,GENTSE STEENWEG - EINDE,36008,29377
46014A312,HUL,38865,31437
46014A323,OUDENBOS,45744,38009
46014A391,DE KATTE,41846,33697
46014A402,KOPKAPEL,34890,27925
46014A413,KRIKTE,49699,37924
46014A474,WAASLAND,41415,35122
46014A495,BOOGSCHEUT,49984,37848
46014A501,BOKSLAAR - SPOELE,42090,32205
46014A51-,BOKSLAAR - OOSTEINDE,47219,34618
46014A522,EVERSLAAR,41847,33106
46014A532,BOKSLAAR - ZELEBAAN,40988,31823
46014A60-,HEIRBRUG,34185,29106
46014A611,KARLAPPER,41491,32848
46014A622,OMLEIDING-ZUID,29692,23674
46014A632,PUTTENEN,47186,39004
46014A691,WERKSTEDE,50603,34845
46014A701,LOKEREN - STATIONSKWARTIER,33509,27982
46014A712,UEBERG,34177,28731
46014A723,BERGENDRIES,35477,26568
46014A734,TUINWIJK - GRIJZEBOS,36759,29168
46014A803,STAAKTE,43970,32923
46014A813,EYERMANS,43521,36512
46014B00-,EKSAARDE-DORP,36392,25813
46014B01-,BRUG,40521,33331
46014B09-,BRIEL,41665,32434
46014B0PP,KRUISKAPEL - ZUIDLEDE,58207,33917
46014B10-,DOORSLAAR,39032,32416
46014B19-,KAASWINKELS - MOLENAKKERS,45142,35444
46014B1AA,SCHEEPKEN,38414,32610
46014B1PA,STENENBRUG,51449,33279
46014C00-,DAKNAM-DORP,41461,32616
46014C010,PONTWEG,52852,43780
46014C091,BROEK - WEEHAGE,41101,33502
46014C412,DAKNAMSE BOSSEN,79078,50187
46020A001,SINT-GILLIS-WAAS-DORP,32207,25648
46020A01-,HOOGEINDE,42138,34816
46020A022,NIEUWSTRAAT,37352,29580
46020A033,DOORN,41570,30811
46020A044,STATIONSTRAAT,39892,29414
46020A081,SCHUILHOEK - ZEVENSTER,45287,34502
46020A09-,LOEVER,47269,33151
46020A100,HET KALF,47078,35096
46020A164,KEMZEKE - GAVERS,NA,NA
46020A180,POLDERS,41765,31092
46020A215,REEP,40011,30445
46020A222,HOEKSKEN,26500,20942
46020A283,KEMPHOEK,NA,35483
46020A31-,BUITENSTRAAT,34215,29831
46020A482,HOL,44238,34883
46020B001,DE KLINGE-KERN,35213,28371
46020B012,HEIDE,38519,30867
46020B023,WARANDE,42339,34418
46020B062,KAPELLEDREEF,36353,32379
46020B091,SPAANS KWARTIER,43823,33158
46020C000,MEERDONK - KERN,40740,32015
46020C08-,ZANDLOPER,41026,29540
46020C090,KONINGS KIELDRECHTPOLDER,NA,NA
46020C11-,KOUTER,39763,33794
46020C182,MOLENHOEK,45355,33299
46020C191,KRONENHOEK,NA,32265
46020D001,SINT-PAUWELS-CENTRUM,36053,25974
46020D012,VOSSELWIJK,37288,30777
46020D022,HEULDONK,50397,37028
46020D081,SINT-PAUWELS-VERSPR. BEW.-OOST,47642,34675
46020D091,SINT-PAUWELS-VERSPR. BEW.-WEST,46106,32945
46020D11-,KEMZEKE HOEK,39076,33215
46020D123,ZEVENGEMEET,36840,26173
46020D133,ZANDSTRAAT,30316,26895
46020D134,ZANDSTRAAT,36779,28570
46020E084,PEISELS EN VERRE,NA,31370
46020E093,OKKERVOORDE,41995,33673
46020E195,TWAALF GEMEET,NA,NA
4602122MQ,OOSTJACHTPARK,40752,30175
46021A001,SINT-NIKLAAS - MARKT,31212,24193
46021A011,ANKERSTRAAT,27855,22027
46021A021,WESTERBUURT,26231,22391
46021A031,STEDELIJK SPORTPLEIN,21691,19140
46021A032,VELDSTRAAT,24255,19794
46021A041,STADSPARK,32419,25290
46021A052,CASTROWIJK,31567,25277
46021A070,STEENBAKKERIJ,NA,NA
46021A101,LANDBOUWERSSTRAAT,29422,24812
46021A111,DRIEKONINGEN,30589,26104
46021A142,VLYMINCKSHOEK,37612,30324
46021A152,PADDENSCHOOT,31991,26740
46021A181,SPIEVELDSTRAAT,51721,34648
46021A182,WEYNSTRAAT,41155,26566
46021A20-,TEREKEN,40585,33029
46021A211,HOGENAKKER,26921,19705
46021A232,FABIOLAPARK,26516,22643
46021A243,HERTJEN,40308,30141
46021A28-,HEIMOLEN,38330,29536
46021A290,KLETTERBOS,45750,36365
46021A2MN,INDUSTRIEPARK,39835,31335
46021A382,DENNENSTRAAT,48658,34701
46021A3AC,REINAERT,33819,27735
46021A3MB,WESTAKKERS,NA,NA
46021A3PB,VOSSEKOT,36472,28443
46021A3QC,RECREATIEPARK DE STER,38681,27471
46021A401,KONINGIN ELISABETHPLEIN,31543,25528
46021A412,LINDENSTRAAT,30956,26162
46021A512,PRIESTEROGIEWIJK,29714,23765
46021A522,VAN DURMESTRAAT,29457,24491
46021A533,VERBINDINGSSTRAAT,26417,21924
46021A60-,RAAP,36078,28241
46021A670,EUROPARK,33323,27382
46021A6MA,ENTREPOT,NA,NA
46021A6PA,EERSTE MOERPUT,48964,36092
46021A701,MOLEKEN,26745,20954
46021A712,BAENSLAND,34942,26983
46021A723,ABRINGDON,28366,23974
46021A732,HAZEWIND,25325,21549
46021A78-,BOTERMELKSTRAAT,34128,24111
46021A801,LEPELHOEK,39974,29610
46021A812,GROOT KLOOSTERLAND,31110,24437
46021A822,VIJFSTRATEN,39946,30036
46021A831,CLEMENTWIJK,36370,29414
46021A842,VROUWENEEKHOEK,43987,34039
46021A893,HUIS TEN HALVEN,44687,35969
46021A912,ZONNEKEN,40089,30312
46021B00-,NIEUWENKERKEN-WAAS-CENTRUM,36438,27961
46021B011,WALLENHOF,44552,34437
46021B022,TURKEYEN,41110,32042
46021B099,NIEUWENKERKEN-WAAS-VERSPR.BEW.,44112,33861
46021B112,HEIHOEK,41923,32802
46021C001,BELSELE-CENTRUM,38033,28211
46021C012,POPULIEREN,45419,34407
46021C023,DUIZEND APPELS,40344,30490
46021C036,HET AKKER,38904,30565
46021C042,MOLENWIJK,31114,22464
46021C055,DEKPRIEM,43924,32355
46021C084,KOUTERWIJK,47941,33596
46021C091,WATERSCHOOT,47624,35076
46021C101,WATERMOLENWIJK,38139,31245
46021C112,HOGE BOKSTRAAT,36916,32866
46021C191,OSSENHOEK - MOORTELHOEK,43294,33912
46021C20-,PUIVELDE-CENTRUM,37530,32360
46021C282,MARKSTRAAT,45877,34561
46021C291,GOUDEN LEEUW,72920,39173
46021D00-,SINAAI - CENTRUM,35337,28232
46021D01-,ZWAANAARDE,43327,32640
46021D022,SPORTCOMPLEX,44158,34706
46021D032,WIJNVELD,42204,34900
46021D091,DE HONDSNEST,52588,36121
46021D0PN,BELSELEBEEK,45748,36314
46024A00-,STEKENE-CENTRUM,37994,28390
46024A02-,STEKENE-CENTRUM - WEST,31716,24083
46024A03-,KERKWIJK,33592,25295
46024A04-,KIEKENHAAG,48025,35799
46024A052,POTAARDE,39299,34006
46024A0MA,KLEINE AKKER,46007,37455
46024A0PA,KOKKELBEEK,42741,30372
46024A10-,BRUGGEWIJK,35402,29380
46024A11-,BOSDORP,37331,30700
46024A191,BERG - POLKEN,43764,33233
46024A1JN,MEERSEN,44821,31682
46024A20-,HEIKANT-KERN,40125,31751
46024A211,HEIKANT-NOORD,38115,30756
46024A221,HELLESTRAAT,40761,31247
46024A232,DONKERHOFSTEDE,36873,27788
46024A241,NIEUWDORP,40668,32739
46024A262,RIEDEPOLDER - KEMEL,42824,32208
46024A282,STEKENSE TROMP,44518,33126
46024A313,DRIE SCHOUWEN - STEKENSE VOORHOUT,39779,32934
46024A411,BORMTE,37689,30599
46024A483,STEENGELAAG,46104,37706
46024A492,WATERTOREN,49253,31601
46024B000,KEMZEKE-CENTRUM,36404,28298
46024B010,KEMZEEKSE VOORHOUT,36859,31220
46024B081,MEULEKE,45696,36660
46024B090,DE KWAKKEL,41307,33320
46024B112,DE PAAL,37679,31463
46024B161,KEMZEEKSE TROMP,39173,30687
46024B223,BREEDSTRAAT,40327,32290
46024C10-,KLEIN SINAAI-KERN,40071,31894
46024C112,BAUDELO,NA,37763
46024C191,KLEIN SINAAI - VERSPR. BEW.,NA,40532
4602511MQ,WALGOED,34261,28980
46025A001,TEMSE MARKT,29358,23755
46025A012,EEKHOUTDRIES - VOLKSPLAATS,28268,22768
46025A022,HEILIG HART,32259,27929
46025A031,CAUWERBURG,33035,26003
46025A042,SOMPERSHOEK,37386,28332
46025A053,VROONHOF,32373,24936
46025A07-,ESPOLDER - WERF,45706,34803
46025A091,SCHAUSELBROEK,NA,NA
46025A0AA,WAESMEER,38444,32905
46025A0PA,SMESWIJK,NA,42441
46025A101,OOSTBERG,43905,32938
46025A112,HOLLEBEEK,38323,27725
46025A123,POTAARDE,55481,37138
46025A134,LAUWERSHOEK,51878,37789
46025A171,WINNIK,38836,26344
46025A182,VIERSTRAAT - SWEIGERS,45293,33349
46025A20-,VELLE,40875,31089
46025A291,EIGENLO - DOORN - KREKEL,50840,34179
46025A312,KLEINE DWEERS,47297,39481
46025B00-,STER,35142,27921
46025B011,WARANDE,34282,26903
46025B022,THEMERIJK,44458,36825
46025B072,STEENDORP - STEENBAKKERIJ-WERF,41164,33339
46025B091,STEENDORP-VERSPREIDE BEWONING,42278,32877
46025C001,TIELRODE-KERN,37042,28034
46025C012,NIEUW GELAAG,38863,30531
46025C022,OUD GELAAG,32412,25239
46025C091,TIELRODE - VERSPREIDE BEWONING,39131,28927
46025C0MN,NOORT SCHRIJN,NA,NA
46025C0PN,NEDERCOUTER,NA,33943
46025D000,ELVERSELE-KERN,40884,31377
46025D012,LEGE HEIRWEG,42090,30171
46025D0AA,DE PELS THIENDE,52817,38564
46025D0PA,JAN GEERAARDS THIENDE,47241,34301
5100440PQ,CHIEVRES,NA,NA
5100450PQ,LEUZE-EN-HAINAUT 2,NA,NA
5100451PQ,LEUZE-EN-HAINAUT 1,NA,NA
51004A00-,ATH-CENTRE,23841,19954
51004A01-,ESPLANADE,30742,21287
51004A040,HOPITAL - ABATTOIR,29043,21160
51004A081,ATH - HABITATION DISPERSEES,30562,25872
51004A101,FAUBOURG DE MONS,30544,25186
51004A112,L'EUROPE,34454,25623
51004A122,CITE TERRIENNE,36106,29958
51004A191,BOIS DU ROI,41502,30483
51004A201,MONT SARAH,31232,24628
51004A212,FAUBOURG DE TOURNAI,43591,33603
51004A273,LA FLORIDIENNE,32223,27839
51004A301,ROSELLE,31054,23870
51004A312,BOCAGE,40572,31593
51004A323,ZONE INDUSTR. - LES PRIMEVERES,32466,27782
51004A33-,LORETTE,35190,27237
51004A34-,TRIEU PERILLEUX,36868,28722
51004A392,L'ERMITAGE CHAPELLE ST-ANTOINE,38876,32778
51004B00-,LANQUESAINT-CENTRE,40780,31348
51004B09-,LANQUESAINT-HAB. DISPERSEES,35455,29930
51004C00-,REBAIX-CENTRE,36984,31470
51004C01-,LA PORTE DE GAND,35584,26812
51004C09-,REBAIX - HAB. DISPERSEES,44243,34451
51004C1PP,PERQUIESSE-FRANCQUIER,40067,29155
51004D00-,ISIERES - PLACE,35924,28541
51004D01-,GRAND MARAIS,41142,30324
51004D082,PETIT MARAIS,44481,34038
51004D0PN,TRIBOURIAU,43620,31354
51004D19-,LA CAVEE,37815,39943
51004E00-,MESLIN-L' EVEQUE-CENTRE,42128,33609
51004E072,ZONE INDUSTRIELLE,NA,NA
51004E0PP,MANAGE,38772,30350
51004E10-,STOQUOIT,39300,31116
51004E19-,HAUT AULNOY,NA,29099
51004F00-,GHISLENGHIEN-CENTRE,34040,27490
51004F091,GHISLENGHIEN - HAB. DISP. SUD,NA,30335
51004F0PN,ZONING GHISLENGHIEN 2,NA,NA
51004G00-,GIBECQ-CENTRE,40342,33056
51004G0PN,GIBEEK-HABIT.DISPERSEES,42148,30888
51004H00-,ARBRE-CENTRE,35893,28164
51004H01-,PONCHEAU,52783,38009
51004H09-,ARBRE-HAB. DISPERSEES,38661,28013
51004J00-,MAFFLE-CENTRE,28229,24085
51004J091,MAFFLE - HAB. DISPERSEES NORD,21174,18455
51004J0AP,MAFFLE-STATION,30302,24746
51004J0PN,MAFFLE-HAB.DISPERSEES SUD,53717,29310
51004K00-,IRCHONWELZ-CENTRE,39273,33038
51004K01-,FION,33041,24757
51004K02-,TRAU AL CAUCHE,38319,29439
51004K03-,A L'ARBRE VERT,31016,19176
51004K082,IRCHONWELZ-HAB. DISPERSEES SUD,NA,27969
51004K091,IRCHONWELZ-HAB. DISP. NORD,NA,NA
51004L090,ORMEIGNIES - HAB. DISPERSEES,35297,27125
51004L0OP,ORMEIGNIES-CENTRE,39473,31660
51004L10-,AUTREPPE,34691,25973
51004L1PN,AUX QUATRE-CHEMINS-MERVAU,34414,28839
51004M00-,MOULBAIX-CENTRE,39176,33771
51004M01-,LE CHAPITRE,34216,33622
51004M0PN,MOULBAIX-HAB.DISPERSEES,49158,33514
51004N00-,VILLERS-NOTRE-DAME-CENTRE,42581,31568
51004N09-,VILLERS-NOTRE-DAME-HAB. DISP.,29993,23086
51004P00-,VILLERS-SAINT-AMAND-CENTRE,37044,29120
51004P09-,VILLERS-SAINT-AMAND-HAB. DISP.,36122,32630
51004P11-,IRCHONWELZ - EXTENSION,38473,28126
51004P29-,BELICAMP,NA,NA
51004P399,WILLAUFOSSE - PLANTIS,47888,34204
51004P49-,LE COUCOU,NA,NA
51004R00-,LIGNE-CENTRE,32065,25564
51004R01-,FOUCAUMONT,38655,30695
51004R080,LE CHAT - PICOLEME,35120,26682
51004R0PP,DOUAIRE-HAB.DISPERSEES,36340,30772
51004S001,HOUTAING-CENTRE,36303,29791
51004S012,CORON,36598,29410
51004S090,HOUTAING - HAB. DISPERSEES,34757,29164
51004T00-,MAINVAULT-CENTRE,33813,24483
51004T082,LA BIGAUDE,36948,28638
51004T091,MAINVAULT - HAB. DISPERSEES,38410,27162
51004T10-,HAMEAU DE HOLLANDE,41206,39948
51004T19-,BOIS HELLIN,44127,35798
51004T28-,MONT DE MAINVAULT,47930,34204
51004U00-,BOUVIGNIES-CENTRE,32236,25283
51004U09-,GOBERWELZ,39114,35815
51004U19-,HAMEAU DU BOIS - MARAIS,46235,35161
51004V00-,OSTICHES-CENTRE,40384,35200
51004V09-,OSTICHES - HAB. DISPERSEES,42175,31400
51008A00-,BELOEIL-CENTRE,30158,24189
51008A01-,FARVACQ,NA,25051
51008A090,RUE BASSE,36101,29761
51008A10-,ECACHERIES,31432,25887
51008A190,ECACHERIES-RUE VIVIERS AU BOIS,NA,NA
51008B00-,STAMBRUGES-CENTRE,33886,26407
51008B09-,BOIS DE STAMBRUGES,41826,24749
51008B101,GRANDGLISE,37246,28616
51008B11-,LA BRUYERE,30387,23768
51008B122,LE FAYT,38117,31076
51008B19-,BOIS DE GRANDGLISE,31959,23829
51008C00-,QUEVAUCAMPS - PLACE,32929,25496
51008C011,LE MARETIAU,32441,25991
51008C02-,GRAND'ROUTE,33958,27285
51008C032,PATURAGE,31678,25307
51008C044,CORON D'EN HAUT,34558,30265
51008C082,ANCIEN MOULIN D'EN HAUT,NA,40111
51008C091,QUEVAUCAMPS - HAB. DISP.,34011,30566
51008C193,CHEMIN DE FER ET AUTOROUTE,NA,NA
51008D00-,BASECLES-CENTRE,28091,22067
51008D01-,CHATEAU DAUDERGNIES,30188,26032
51008D021,PAVE,29143,22717
51008D031,CHASSE - MADAME,32288,26031
51008D042,LES PRES DE LA VERNE,26981,22964
51008D052,PRET,30827,25907
51008D08-,L'AUBETTE ONZE HEURES,NA,25458
51008D091,AU FOUAN,NA,NA
51008D112,LA BRUYERE,33745,29344
51008D193,BASECLES - CARRIERES,33587,26879
51008E00-,THUMAIDE-CENTRE,32609,27773
51008E082,BAS CORON,34419,30794
51008E091,THUMAIDE-HAB. DISPERSEES,29205,28131
51008F00-,RAMEGNIES-CENTRE,NA,27064
51008F09-,RAMEGNIES - HAB. DISPERSEES,NA,NA
51008G00-,WADELINCOURT-CENTRE,34576,26902
51008G09-,WADELINCOURT - HAB. DISPERSEES,38794,36300
51008H00-,ELLIGNIES-SAINTE-ANNE-CENTRE,35072,26997
51008H01-,SAINTE-ANNE,35000,26928
51008H02-,LA CHAUSSEE,34428,24864
51008H082,QUEWETTES,NA,NA
51008H091,FAGNEAU - LES SARTS,NA,37365
51008H10-,ROBERSART-CENTRE,39075,32394
51008H190,AU VIAU - BOIS DE LA HAYE,36634,30176
51008J00-,AUBECHIES-CENTRE,NA,31530
51008J09-,AUBECHIES - HAB. DISPERSEES,NA,NA
51009A00-,BERNISSART-CENTRE,27100,22856
