cd_sector,tx_sector_descr_nl,ms_avg_tot_net_taxable_inc,ms_median_net_taxable_inc
82032D09-,TIGEONVILLE,30460,25759
82032D10-,ENNAL-CENTRE,29813,21589
82032D19-,ENNAL - HABITATIONS DISPERSEES,NA,NA
82032D20-,HOURT-CENTRE,32210,30812
82032D30-,PETIT HALLEUX - MONT-CENTRE,30868,24916
82032D39-,PETIT HALLEUX - MONT-HAB.DISP.,36802,33724
82032D499,DAIROMONT,NA,31540
82036A000,VAUX-LEZ-ROSIERES-CENTRE,34442,28863
82036A090,VAUX-LEZ-ROSIERES - HAB. DISP.,45037,30268
82036B00-,NIVES-CENTRE,41176,32526
82036B01-,COBREVILLE,31237,24019
82036B09-,BEULET-BOIS GERARD-GORGIPONT- BARRIERE,37472,29791
82036B10-,SURE-CENTRE,26871,22028
82036B19-,SURE - HABITATIONS DISPERSEES,NA,NA
82036B20-,MORHET GARE - CENTRE,30956,25272
82036B29-,MORHET GARE- HABITATIONS DISP.,NA,NA
82036C000,MORHET-CENTRE,40553,33124
82036C090,MORHET-HABITATIONS DISPERSEES,42923,37921
82036C100,PETITE ROSIERE,42214,31657
82036C11-,GRANDE ROSIERE,31788,23925
82036C190,ROSIERE - CHEMIN DE FER SUD,46070,40119
82036C200,REMIENCE-CENTRE,NA,28722
82036C290,REMIENCE - HABITATIONS DISP.,NA,NA
82036D00-,HOMPRE-CENTRE,30253,21399
82036D09-,ODEFOY,38967,28785
82036D10-,SALVACOUR-CENTRE,23976,17655
82036D19-,SEHAIRE,51281,48914
82036D20-,GRANDRU-CENTRE,30588,27018
82036D21-,CHAUMONT-CENTRE,35376,24760
82036D29-,BELLE - CROIF,NA,NA
82036D300,REMICHAMPAGNE-CENTRE,41686,33288
82036D390,COCHET,NA,NA
82036D40-,CLOCHIMONT-CENTRE,34840,29517
82036D49-,AU MONUMENT,28987,27345
82036D50-,ASSENOIS-CENTRE,35671,28327
82036D59-,CHAUSSEE ROMAINE,40168,32825
82036D60-,REMOIVILLE-CENTRE,33631,26420
82036D69-,GODINVAL - TROU BERNY,NA,NA
82036E000,SIBRET-CENTRE,37572,26367
82036E01-,SIBRET - GARE,36607,29970
82036E090,SIBRET-HABITATIONS DISPERSEES,43926,37202
82036E10-,VILLEROU-CENTRE,40953,26271
82036E191,VILLEROU - HABITATIONS DISP.,NA,NA
82036E20-,JODENVILLE-CENTRE,34381,27282
82036E212,POISSON MOULIN,48378,41383
82036E291,JODENVILLE - HABITATIONS DISP.,46757,42513
82036E30-,CHENOGNE-CENTRE,44403,31363
82036E3PP,CHENOGNE ET ALENTOURS,45939,40708
82036E60-,LAVASELLE-CENTRE,NA,NA
82036E69-,LAVASELLE - HABITATIONS DISP.,NA,NA
82036F00-,JUSERET-CENTRE,32531,24024
82036F09-,JUSERET-HABITATIONS DISPERSEES,NA,50399
82036F10-,LESCHERET-CENTRE,36672,29307
82036F19-,LESCHERET - HABITATIONS DISP.,NA,NA
82036F20-,BERCHEUX-CENTRE,31688,26588
82036F29-,BERCHEUX - HABITATIONS DISP.,34416,29354
82037A00-,BOVIGNY-CENTRE,29373,25471
82037A09-,BOVIGNY-HABITATIONS DISPERSEES,29131,26071
82037A100,ROGERY-CENTRE,31696,26267
82037A190,ROGERY-HABITATIONS DISPERSEES,38713,32676
82037A200,COURTIL-CENTRE,33296,27399
82037A212,GROS BAYLEUX,20962,16552
82037A291,COURTIL-HABITATIONS DISPERSEES,NA,NA
82037A30-,HONVELEZ-CENTRE,32570,23957
82037A39-,HONVELEZ - HABITATIONS DISP.,NA,NA
82037A400,CIERREUX-CENTRE,28427,23985
82037A490,CIERREUX - HABITATIONS DISP.,NA,NA
82037A50-,HALCONREUX-CENTRE,37887,37008
82037A59-,HALCONREUX - HABITATIONS DISP.,NA,NA
82037B00-,BEHO-CENTRE,30171,27238
82037B091,BEHO - HABITATIONS DISPERSEES,32061,23557
82037B10-,DEIFFELT-CENTRE,32408,28777
82037B19-,DEIFFELT-HABITATIONS DISP.,37763,36895
82037B200,OURTHE-CENTRE,31543,26127
82037B290,OURTHE-HABITATIONS DISPERSEES,NA,NA
82037B40-,WATHERMAL-CENTRE,NA,27569
82037B49-,WATHERMAL - HABITATIONS DISP.,NA,NA
82037C00-,LIMERLE-CENTRE,32262,25857
82037C09-,LIMERLE-HABITATIONS DISPERSEES,40710,33270
82037C10-,STEINBACH-CENTRE,29194,24392
82037C19-,STEINBACH - HABITATIONS DISP.,30044,26960
82037C201,GOUVY - VILLAGE,24388,21542
82037C210,GOUVY - GARE,29403,24654
82037C222,GOUVY-CENTRE,33539,24189
82037C290,GOUVY - HABITATIONS DISPERSEES,32568,27926
82037D00-,CHERAIN-CENTRE,34514,28661
82037D012,VAUX-CENTRE,NA,NA
82037D091,VAUX - HABITATIONS DISPERSEES,45277,33960
82037D100,STERPIGNY-CENTRE,29833,25009
82037D190,STERPIGNY - HABITATIONS DISP.,41519,36775
82037D200,RETTIGNY - RENGLEZ-CENTRE,29078,23251
82037D290,RETTIGNY - RENGLEZ-HAB. DISP.,48437,36170
82037D30-,BRISY-CENTRE,30989,24616
82037D39-,BRISY - HABITATIONS DISPERSEES,NA,NA
82037E000,MONTLEBAN-CENTRE,38399,30185
82037E01-,HALLONRU,NA,NA
82037E090,MONTLEBAN - HABITATIONS DISP.,41601,35545
82037E10-,BACLAIN-CENTRE,32966,26694
82037E19-,BACLAIN - HABITATIONS DISP.,NA,NA
82037E20-,LOMRE-CENTRE,NA,NA
82037E29-,LOMRE-HABITATIONS DISPERSEES,NA,NA
82037E30-,LANGLIRE-CENTRE,39921,32357
82037E310,PETITE LANGLIRE,NA,NA
82037E390,LANGLIRE - HABITATIONS  DISP.,NA,NA
82038A00-,TILLET-CENTRE,31992,24317
82038A01-,CHISOGNE,NA,NA
82038A02-,GERIMONT,33557,31651
82038A03-,BEAUPLATEAU,NA,NA
82038A09-,ACUL-BIERZY-LA TOURETTE-TOMPRE,36362,30686
82038A102,RENUAMONT,NA,NA
82038A113,HUBERMONT,29548,26264
82038A181,RECHRIVAL - VA - GRAND-BUISSON,37329,29452
82038A19-,ROUTE DE MARCHE - NABEUMONT,NA,NA
82038A20-,PINSAMONT-CENTRE,NA,NA
82038A29-,PINSAMONT - HABITATIONS DISP.,NA,NA
82038A30-,HOUMONT-CENTRE,27338,21863
82038A39-,HOUMONT-HABITATIONS DISPERSEES,40070,35920
82038A40-,MAGEROTTE-CENTRE,28831,26622
82038A49-,MAGERY,NA,NA
82038B000,AMBERLOUP-CENTRE,28948,24652
82038B01-,TONNY,30125,22765
82038B090,VA SUD-MENIL-ONEUX - HAB.DISP.,35522,28203
82038B10-,SPRIMONT-CENTRE,30456,27035
82038B11-,FOSSET,NA,NA
82038B12-,HERBAIMONT,NA,33627
82038B19-,BARRIERE HAICK - WACHIROCK MACRAVIVIER - SAINTE-ODE,35275,24824
82038C000,LAVACHERIE-CENTRE,30943,24357
82038C090,LAVACHERIE - HABITATIONS DISP.,45295,35669
82038C682,SAINTE-ODE - CELI - PETITE VAU,16999,16802
83012A001,DURBUY-CENTRE,28905,21153
83012A010,DURBUY - PLATEAU,32723,24975
83012A022,OUTRE OURTHE,24595,20354
83012A09-,DURBUY-HABITATIONS DISPERSEES,37000,24237
83012B00-,GRANDHAN-CENTRE,28129,24606
83012B012,VIVIER MADAME,38113,32539
83012B063,HOLZET,36127,28342
83012B091,GRANDHAN - HABITATIONS DISP.,36290,30469
83012B101,PETITHAN-CENTRE,29466,23078
83012B112,PETITHAN-EXTENSION-SAINT-MONON,36114,28190
83012B123,PETITHAN - EXTENSION SUD,34423,25926
83012B132,BARRIERE,21545,18525
83012B163,PETITHAN CHALETS,NA,NA
83012B191,PETITHAN - HABITATIONS DISP.,44138,35430
83012B20-,ENEILLE (GRANDE),29057,23841
83012B21-,ENEILLE(PETITE),27360,26732
83012B291,ENEILLE-HABITATIONS DISPERSEES,39140,29366
83012B314,ROME,NA,NA
83012C00-,SEPTON-CENTRE,29975,20621
83012C09-,SEPTON-HABITATIONS  DISPERSEES,NA,NA
83012C100,PALENGE CENTRE,31486,25375
83012C19-,PALENGE-HABITATIONS DISPERSEES,42201,29554
83012C20-,PETITE SOMME-CENTRE,28846,20107
83012C21-,BELLEVUE,32946,28176
83012C222,PLATEAU DU SOLEIL,NA,NA
83012C291,PETITE SOMME-HABITATIONS DISP.,14237,11587
83012D00-,TOHOGNE-CENTRE,33137,27576
83012D09-,TOHOGNE-HABITATIONS DISPERSEES,36454,31940
83012D100,VERLAINE  CENTRE,32563,27869
83012D162,NANDOUIRE,NA,NA
83012D191,VERLAINE - HABITATIONS DISP.,27807,23849
83012D20-,WARRE   CENTRE,32995,25375
83012D262,WARRE CAMPING,20570,18530
83012D291,WARRE-HABITATIONS DISPERSEES,27908,22923
83012D30-,LONGUEVILLE-CENTRE,36112,33494
83012D39-,LONGUEVILLE-HABITATIONS DISP.,NA,NA
83012D40-,HOUMART-CENTRE,30326,24240
83012D41-,HERMANNE,32930,28821
83012D49-,HOUMART-HABITATIONS DISPERSEES,NA,NA
83012E001,BARVAUX-CENTRE,21945,18505
83012E01-,PETIT BARVAUX-CENTRE,26139,20887
83012E032,HAUT BARVAUX,29809,26061
83012E043,DEVANT FAMENNE,30902,25665
83012E064,INZES PRES,20276,18705
83012E082,PETIT BARVAUX - HAB. DISP.,35809,29137
83012E091,BARVAUX-HABITATIONS DISPERSEES,32444,25940
83012E100,BOHON-CENTRE,NA,24291
83012E19-,BOHON - HABITATIONS DISPERSEES,NA,NA
83012E263,LES HAZALLES,27385,22051
83012F00-,BORLON-CENTRE,32909,23372
83012F09-,BORLON-HABITATIONS DISPERSEES,NA,27089
83012F10-,ONEUX-CENTRE,46137,28690
83012F19-,ONEUX - HABITATIONS DISPERSEES,NA,NA
83012G00-,BENDE-CENTRE,42923,39142
83012G09-,BENDE - HABITATIONS DISPERSEES,NA,NA
83012G10-,JENNERET-CENTRE,26663,22275
83012G19-,JENNERET - HABITATIONS DISP.,NA,NA
83012H001,BOMAL-CENTRE,26662,20542
83012H01-,JUZAINE,NA,26567
83012H022,BOMAL EXTENSION SUD,33301,28324
83012H042,BOMAL EXTENSION NORD,32768,25608
83012H091,BOMAL - HABITATIONS DISPERSEES,27951,20638
83012H10-,HERBET-CENTRE,27787,24854
83012H163,VAN NAVET,NA,NA
83012H19-,HERBET-HABITATIONS DISPERSEES,NA,NA
83012J00-,IZIER-CENTRE,32233,26717
83012J062,COMBE DES BOIS,NA,NA
83012J091,IZIER - HABITATIONS DISPERSEES,32490,30992
83012J19-,LE VIEUX-FOURNEAU,NA,NA
83012J20-,OZO-CENTRE,34212,26072
83012J29-,OZO - HABITATIONS DISPERSEES,NA,NA
83012K000,VILLERS-SAINTE-GERTRUDE-CENTRE,31768,23664
83012K09-,CHAMPS-BOIS-AUX ROCHES,NA,NA
83012K10-,GRAND BRU-CENTRE,30142,23387
83012K19-,GR.BRU-CHAMPS-BOIS-AUX ROCHES,NA,NA
83012L00-,HEYD-CENTRE,34565,27397
83012L09-,HEYD - HABITATIONS DISPERSEES,39345,31950
83012L10-,AISNE,29382,23014
83012L19-,AISNE - VALLEE,NA,NA
83012L20-,NINANE,34185,26730
83012L21-,LIGNELY,NA,NA
83012L29-,BOIS GERARD,NA,NA
83012L30-,TOUR - LOHERE-CENTRE,38736,31953
83012L39-,TOUR - LOHERE - HAB. DISP.,39798,32423
83012M000,WERIS-CENTRE,33409,28133
83012M091,WERIS - HABITATIONS DISPERSEES,NA,NA
83012M10-,MORVILLE-CENTRE,29141,22759
83012M19-,MORVILLE - HABITATIONS DISP.,NA,NA
83012M20-,OPPAGNE-CENTRE,37085,28147
83012M21-,PAS-BAYARD,43738,36825
83012M29-,OPPAGNE-HABITATIONS DISPERSEES,40298,30404
83012M362,LES CLOSERIES,28153,26994
83013A000,EREZEE-CENTRE,34982,27377
83013A09-,EREZEE-HABITATIONS DISPERSEES,36942,32509
83013A10-,BRISCOL,30394,30030
83013A11-,SADZO,32441,24905
83013A120,CLERHEID,30937,25625
83013A19-,BRISCOL - CLERHEID - SADZO CHAMPS - BOIS,35287,27998
83013A200,HAZEILLES - ERPIGNY-CENTRE,38055,31142
83013A29-,HAZEILLES - ERPIGNY-HAB.DISP.,43181,31968
83013A30-,OSTER-CENTRE,NA,NA
83013A39-,OSTER - HABITATIONS DISPERSEES,NA,NA
83013B000,AMONINES-CENTRE,25302,20372
83013B09-,BOIS DE TAVE,NA,NA
83013B10-,BLIER-CENTRE,24611,23490
83013B19-,PONT D'EREZEE,NA,NA
83013C000,SOY-CENTRE,31221,27898
83013C09-,MELINE-HABITATIONS DISPERSEES,32880,24656
83013C10-,FISENNE-CENTRE,28719,22323
83013C19-,VAL D'AINE - HERBOUFA,48192,23464
83013C20-,WI CENTRE,NA,NA
83013C29-,WI - FONDS DES MALADES,NA,NA
83013C391,CORNUCHAMPS,28306,24575
83013C40-,BIRON-CENTRE,42493,35083
83013C412,BIRON - EXTENSION,32962,25814
83013C491,BIRON - CHAMPS - BOIS,41403,37436
83013D000,MORMONT-CENTRE,32359,28523
83013D09-,MORMONT-HABITATIONS DISPERSEES,38060,28247
83013D10-,GRANDE HOURSINE,36410,20271
83013D11-,PETITE HOURSINE,NA,NA
83013D19-,HOURSINE - HABITATIONS DISP.,NA,NA
83013D200,FANZEL-CENTRE,29793,22742
83013D29-,FANZEL-HABITATIONS DISPERSEES,38546,26737
83013D39-,TROIS RUISSEAUX - NORD,NA,NA
83028A00-,HOTTON-CENTRE,27805,22568
83028A010,RIVE DROITE,28020,23247
83028A023,LES SARTS,39730,34063
83028A082,HOTTON - HAB. DISP.- RIVE SUD,31118,28567
83028A091,HOTTON - HAB. DISP.- RIVE NORD,34276,28728
83028A10-,WERPIN-CENTRE,28601,24762
83028A19-,WERPIN-HABITATIONS DISPERSEES,NA,NA
83028A20-,MENIL-FAVAY-CENTRE,37186,26192
83028A29-,MENIL-FAVAY-HABITATIONS DISP.,NA,NA
83028A300,MELREUX-CENTRE,27726,21993
83028A391,MELREUX-HABITATIONS DISPERSEES,37456,29929
83028A400,NI-CENTRE,31238,25641
83028A492,NI - HABITATIONS DISPERSEES,NA,NA
83028B000,HAMPTEAU-CENTRE,29936,24926
83028B09-,HAMPTEAU - HABITATIONS DISP.,39567,27370
83028C00-,MARENNE-CENTRE,34463,30300
83028C090,MARENNE-HABITATIONS DISPERSEES,46929,32090
83028C20-,BOURDON-CENTRE,31710,24364
83028C212,BOURDON CHEMIN DE MARENNE,22315,19467
83028C223,CONSTRUCTIONS MILITAIRES,31173,29293
83028C291,BOURDON-HABITATIONS DISPERSEES,35611,33640
83028D00-,FRONVILLE-CENTRE,32764,26948
83028D01-,MONVILLE,27177,20748
83028D09-,MONVILLE - HABITATIONS DISP.,NA,NA
83028D20-,DEULIN-CENTRE,36041,31468
83028D29-,DEULIN-HABITATIONS DISPERSEES,23924,20002
83028D300,MONTEUVILLE-CENTRE,34138,26062
83028D390,MONTEUVILLE-HABITATIONS DISP.,NA,NA
83031A00-,LA ROCHE-EN-ARDENNE-CENTRE,25650,21355
83031A011,LA ROCHE-EN-ARDENNE-CENTRE SUD,24363,19530
83031A021,HARZE,27623,23302
83031A03-,VILLEZ,28482,24088
83031A042,HARZE BENELUX,NA,NA
83031A052,ROMPRE HAUT,34156,23269
83031A062,LOHAN,NA,NA
83031A091,LA ROCHE-EN-ARDENNE-HAB.DISP.,NA,NA
83031A10-,BORZEE-CENTRE,NA,NA
83031A20-,CIELLE-CENTRE,24216,20621
83031A292,ROYIN,38394,34373
83031B00-,SAMREE-CENTRE,29535,25825
83031B09-,SAMREE-HABITATIONS DISPERSEES,35807,29015
83031B19-,BOIS SAINT-JEAN,NA,NA
83031B201,BERISMENIL-CENTRE,30945,26254
83031B212,BARAQUE DE BERISMENIL,33319,25850
83031B29-,BERISMENIL-HABITATIONS DISP.,NA,NA
83031B30-,MABOGE-CENTRE,28168,25794
83031B39-,MABOGE-HABITATIONS DISPERSEES,NA,NA
83031C000,ORTHO-CENTRE,33763,23212
83031C012,ORTHO - CENTRE - OUEST,NA,NA
83031C091,MAGIMONT - HABITATIONS DISP.,NA,NA
83031C100,NISRAMONT-CENTRE,27372,25272
83031C19-,BRESSOU,34171,25870
83031C201,WAREMPAGE,31649,24488
83031C212,HERLINVAL,40868,32292
83031C223,FLOUMONT,NA,NA
83031C29-,TROIS VILLES-HABITATIONS DISP. FERME-AU-PONT,26870,19827
83031C300,MOUSNY-CENTRE,38274,28753
83031C39-,MOUSNY-HAB.DISP.- VIEUX PONT,NA,NA
83031C40-,BUISSON-THIMONT-ROUPAGE-CENTRE,28881,23883
83031C49-,BUISSON-THIMONT-ROUPAGE-HAB.DI,36792,29000
83031C500,HUBERMONT-CENTRE,36086,23605
83031C590,HUBERMONT-HABITATIONS DISPERS.,32403,28025
83031D00-,HIVES-CENTRE,30841,23787
83031D09-,HIVES - HABITATIONS DISPERSEES,30476,28076
83031D10-,LAVAUX-CENTRE,NA,NA
83031D19-,LAVAUX-HABITATIONS DISPERSEES,NA,NA
83031D20-,PETITE STRUMENT-CENTRE,NA,NA
83031E000,BEAUSAINT-CENTRE,34373,27547
83031E090,BEAUSAINT - HABITATIONS DISP.,36358,30960
83031E10-,MIERCHAMPS-CENTRE,39696,35162
83031E19-,MIERCHAMPS - HABITATIONS DISP.,NA,NA
83031E20-,RONCHAMP - VECMONT-CENTRE,32427,26142
83031E21-,ROCHAMPAI,NA,26580
83031E29-,RONCHAMP - VECMONT - HAB.DISP.,40273,36498
83031F000,HALLEUX-CENTRE,24952,21521
83031F09-,HALLEUX-HABITATIONS DISPERSEES,NA,NA
83031F10-,PETIT HALLEUX-CENTRE,NA,NA
83031F19-,PETIT HALLEUX - HABITAT. DISP.,NA,NA
83034A00-,MARCHE-EN-FAMENNE-CENTRE,24127,20598
83034A010,CHAUSSEE DE L'OURTHE,29716,25185
83034A02-,LE CHAUFOUR,33216,26152
83034A03-,SAINT-ANTOINE,32295,26254
83034A04-,NOTRE-DAME,32077,24571
83034A05-,PORTE-BASSE - BRIQUETERIE,26740,22171
83034A081,CAMPAGNETTE - HIS DE VERDENNE,30674,31221
83034A091,LA JUSTICE - LES HIS DE MARLOIE - L'OURGNETTE,59575,51895
83034A10-,TRINITE,38659,30451
83034A11-,CHAUSSEE DE ROCHEFORT,31477,22867
83034A172,MARCHE-EN-FAMENNE-ZONE INDUSTR,NA,NA
83034A193,LA PETITE FOLE,NA,NA
83034A212,LE ROSSIGNOL,46483,36758
83034A22-,EN HERI,33593,30635
83034A274,MARCHE-EN-FAMENNE-CAMP MILIT.,28732,26782
83034A315,LA FOURCHE,20479,18388
83034B00-,WAHA-CENTRE,34986,27069
83034B012,SUR LES HIS,40505,31581
83034B023,LA PRELE,39018,31590
83034B091,WAHA-HABITATIONS DISPERSEES,31305,27636
83034B101,HOLLOGNE,36102,29471
83034B112,ROUTE DE BASTOGNE,30963,25284
83034B190,ROCHETTE,38305,25158
83034B201,MARLOIE OUEST,34668,25939
83034B212,MARLOIE EST,31887,26839
83034B222,LA FAMENNOISE,17766,16751
83034B233,MARLOIE LIEU-DIT,35903,32807
83034B2MA,GARE DE MARLOIE,NA,NA
83034B2PA,MARLOIE-HABITATIONS DISPERSEES,NA,NA
83034B30-,CHAMPLON - FAMENNE CENTRE,37025,29348
83034B39-,CHAMPLON - FAMENNE - HAB.DISP.,48045,46337
83034B40-,VERDENE,34500,30317
83034B490,VERDENE-HABITATIONS DISPERSEES,NA,NA
83034C00-,AYE-CENTRE,32009,25447
83034C01-,AYE-CENTRE EST,34392,28423
83034C022,SUR SAUMONT,35070,22919
83034C033,RUE DE FRASIRE,37400,29473
83034C042,DEVANT LE BOIS,36702,27323
83034C081,AYE - HABITATIONS DISP. -  EST,36225,31584
83034C091,AYE-HABITATIONS DISP. -  OUEST,NA,27186
83034C19-,HOGNE,NA,NA
83034D00-,HARGIMONT-CENTRE,35608,30581
83034D01-,JEMEPPE,32754,27750
83034D09-,HARGIMONT - HABITATIONS DISP.,35514,28170
83034E00-,ON-CENTRE,31815,26487
83034E01-,HUEES JAMELLE,28026,23793
83034E02-,HARGIMONT (ROUTE DE),NA,17548
83034E09-,ON - HABITATIONS DISPERSEES,NA,NA
83034F00-,HUMAIN-CENTRE,32844,24784
83034F09-,CHAMPS-BOIS,36920,33454
83034G000,ROY-CENTRE,43246,36990
83034G09-,ROY - HABITATIONS DISPERSEES,43417,26990
83034G10-,LIGNIERES-CENTRE,32312,24798
83034G19-,LIGNIERES - HABITATIONS DISP.,45930,35301
83034G20-,GRIMBIEMONT-CENTRE,30547,23323
83034G29-,GRIMBIEMONT-HABITATIONS DISP.,30034,29282
83040A001,NASSOGNE-CENTRE,36092,29766
83040A012,NASSOGNE PERIPHERIE,30365,23361
83040A09-,NASSOGNE - HABITATIONS DISP.,38227,29975
83040B00-,MASBOURG-CENTRE,32046,28265
83040B09-,MASBOURG - HABITATIONS DISP.,NA,NA
83040B10-,MORMONT-CENTRE,NA,NA
83040B19-,MORMONT-HABITATIONS DISPERSEES,NA,NA
83040C00-,AMBLY-CENTRE,34150,26085
83040C09-,AMBLY-HABITATIONS DISPERSEES,39093,30964
83040D001,CHAVANNE,29882,26175
83040D012,HARSIN,25941,21095
83040D022,FONTAINE BLANCHE,36027,26532
83040D091,CHAVANNE-HABITATIONS DISP.,41010,36568
83040D10-,CHARNEU-CENTRE,34623,23710
83040D112,WEVE,32650,27166
83040D191,CHARNEU-HABITATIONS DISPERSEES,38315,40051
83040E00-,GRUNE-CENTRE,36823,26560
83040E09-,GRUNE-HABITATIONS DISPERSEES,39451,38799
83040F00-,LESTERNY-CENTRE,38251,29139
83040F09-,LESTERNY - HABITATIONS DISP.,39420,28799
83040G000,FORRIERES-NOTRE-DAME,30241,24682
83040G010,FORRIERES-SAINT-MARTIN,35317,32619
83040G090,FORRIERES - HABITATIONS DISP.,35911,30306
83040H00-,BANDE-CENTRE,31586,26678
83040H01-,EVELETTE,27611,26118
83040H022,PLAIN SART,36363,32344
83040H091,BANDE-HABITATIONS DISPERSEES,54079,46824
83044A000,RENDEUX-HAUT-CENTRE,27290,21965
83044A090,RENDEUX-HAUT-HABITATIONS DISP.,45159,43439
83044A10-,RONZON-CENTRE,31502,25226
83044A191,RONZON-HABITATIONS DISPERSEES,NA,NA
83044A20-,CHEOUX-CENTRE,46590,35152
83044A29-,CHEOUX-HABITATIONS DISPERSEES,40191,25751
83044A30-,WAHARDAY-CENTRE,32815,29254
83044A39-,WAHARDAY-HABITATIONS DISP.,NA,NA
83044A40-,RENDEUX-BAS-CENTRE,29621,24388
83044A49-,RENDEUX-BAS-HABITATIONS DISP.,NA,NA
83044B00-,BEFFE-CENTRE (RUE DE L'EGLISE),31691,25769
83044B09-,BEFFE-HABITATIONS DISPERSEES,32497,28553
83044B10-,MAGOSTER-CENTRE - RUE CHAPELLE,31083,24334
83044B19-,MAGOSTER-CHAMPS-BOIS,29721,23603
83044B20-,TRINAL-CENTRE,NA,NA
83044B29-,TRINAL - CHAMPS - BOIS,NA,NA
83044C001,MARCOURT-CENTRE,31846,24147
83044C012,OURTHE CAMPING,NA,NA
83044C09-,MARCOURT - HABITATIONS DISP.,32659,27970
83044C10-,MARCOURAY-CENTRE,29280,20189
83044C19-,MARCOURAY-HABITATIONS DISP.,NA,NA
83044C30-,DEVANTAVE,31119,30483
83044C391,DONEU - BOIS MAYA,NA,NA
83044D000,HODISTER-CENTRE,32834,26976
83044D09-,HODISTER - HABITATIONS DISP.,NA,NA
83044D10-,WARISY-CENTRE,33766,28619
83044D19-,WARISY-HABITATIONS DISPERSEES,NA,NA
83044D200,GENES-CENTRE,28912,22651
83044D29-,GENES-HABITATIONS DISPERSEES,31120,30357
83044D300,JUPILLE-CENTRE,34639,30335
83044D362,FOCHALLES,NA,NA
83044D391,JUPILLE-HABITATIONS DISPERSEES,27249,24038
83049A00-,TENNEVILLE-CENTRE,34944,25402
83049A01-,RAMONT,27863,21602
83049A020,TENNEVILLE-CENT.S.- GRDE ROUTE,32255,26641
83049A082,TENNEVILLE - HAB. DISP. - SUD,34109,26690
83049A091,TENNEVILLE - HAB. DISP. - NORD,NA,NA
83049A100,ORTHEUVILLE-CENTRE,34885,25431
83049A110,BACONFOY-CENTRE,30350,21502
83049A19-,BACONFOY-ORTHEUVILLE-HAB.DISP.,37312,26271
83049A20-,LANEUVILLE AU BOIS,34500,30102
83049A29-,FREYR,38618,38254
83049A683,BIFONTAINE - GREYAI,NA,NA
83049B00-,CHAMPLON-CENTRE,36319,30070
83049B010,BARRIERE,31590,28329
83049B022,CHAMPLON - EXTENSION,45835,48086
83049B091,CHAMPLON-HABITATIONS DISP.,58865,42003
83049B10-,JOURNAL-CENTRE,36892,32824
83049B112,HAMRINE,NA,30442
83049B191,JOURNAL-HABITATIONS DISPERSEES,NA,NA
83049C000,ERNEUVILLE-CENTRE,34468,27134
83049C012,BELLE VUE - ERNEUVILLE NORD,NA,NA
83049C091,ERNEUVILLE - HABITATIONS DISP.,NA,NA
83049C10-,BELEU-CENTRE,26982,21288
83049C19-,BELEU-HABITATIONS DISPERSEES,NA,NA
83049C20-,CINS-CENTRE,33747,25733
83049C29-,CINS - HABITATIONS DISPERSEES,NA,NA
83049C30-,TREFONTAINE-CENTRE,34953,31389
83049C39-,TREFONTAINE-HABITATIONS DISP.,NA,NA
83049C40-,WIMBAI-CENTRE,37541,32823
83049C59-,GRAINCHAMPS,NA,NA
83049C60-,WYOMPONT-CENTRE,NA,NA
83055A00-,GRANDMENIL-CENTRE,30998,24019
83055A09-,GRANDMENIL - HABITATIONS DISP.,NA,23576
83055A100,CHENE AL PIERRE-CENTRE,37355,31448
83055A1PN,HAMEAUX CHENE-AL'PIERRE,38706,30306
83055A20-,LA FOSSE-CENTRE,28911,22504
83055A29-,LA FOSSE - HABITATIONS DISP.,NA,NA
83055B00-,HARRE-CENTRE,35640,30649
83055B010,CHAMP DE HARRE - LA FANGE,36775,29268
83055B09-,HARRE-HABITATIONS DISPERSEES,41496,36620
83055B10-,ROCHE À FRENE,33037,24682
83055B11-,DEUX-RYS,34838,24855
83055B19-,ROCHE A FRENE-HAB. DISP.,NA,NA
83055B200,LE FAYS-CENTRE,35889,28405
83055B290,LE FAYS-HABITATIONS DISPERSEES,NA,NA
83055C000,VAUX-CHAVANNE-CENTRE,38509,33053
83055C0PN,VAUX-CHAVANNE - HAB. DISP.,38159,32088
83055C100,MANHAY-CENTRE,29944,21749
83055C19-,MANHAY-HABITATIONS DISPERSEES,41586,36794
83055C20-,HAUTE MONCHENOULE-CENTRE,NA,NA
83055C29-,HAUTE MONCHENOULE - BOIS,NA,NA
83055D00-,MALEMPRE-CENTRE,30626,24082
83055D0PN,ANCIENNE COMMUNE MALEMPRE,37979,29591
83055E000,ODEIGNE-CENTRE,33047,26407
83055E09-,BELLE-HAIE-POTEAU DE CHABRIKEZ,NA,19852
83055E10-,OSTER-CENTRE,34045,24214
83055E19-,MOULIN - CRAHAY,NA,NA
83055F000,DOCHAMPS-CENTRE,31494,26264
83055F09-,DOCHAMPS-HABITATIONS DIPERSEES,31809,26442
83055F10-,LARMORMENIL-CENTRE,32700,27861
83055F19-,LARMORMENIL -  HABITATIONS DISPERSEES - FORGE-A-LA-PLEZ,45285,43442
83055F20-,FREYNEUX-CENTRE,28692,26484
83055F29-,FREYNEUX - HABITATIONS DISP.,40800,30312
84009A00-,BERTRIX-CENTRE,24096,19161
84009A01-,BOHEMONT STATION,27003,22927
84009A02-,CULOT - BOHEMONT,27902,23281
84009A030,RENAUMONT - PALISEUL,36290,26720
84009A04-,RENAUMONT-CENTRE NORD,27604,23179
